id,url,description,title,overview,items,amenities
id,url,title,description,overview,items,amenities
1263917545924572882,https://fr.airbnb.com/rooms/1263917545924572882,LH Suites : Élégance & lumière – Les Princesses,"🌿 Bienvenue chez LH Suites – Les Princesses<br />Situé au 2e étage d’un immeuble calme et sécurisé, ce bel appartement de 55 m² vous accueille au cœur du quartier vivant et recherché des Princesses – Maârif.<br />Baigné de lumière, soigneusement aménagé et décoré avec goût, il offre tout le confort nécessaire pour un séjour agréable, que ce soit pour quelques nuits ou plus.<br /><br />🌆 À pied, profitez facilement des restaurants, cafés, commerces et transports du centre de Casablanca.","Logement entier : appartement - Casablanca, Maroc","['2 voyageurs', '1 chambre', '1 lit', '1\xa0salle de bain']","[{'Salle de bain': ['Sèche-cheveux', 'Bidet']}, {'Chambre et linge': ['Lave-linge', 'Sèche-linge', 'Produits de base', 'Cintres', 'Linge de lit', 'Fer à repasser', 'Espace de rangement pour les vêtements\xa0: placard']}, {'Divertissement': ['Connexion Ethernet', 'Télévision']}, {'Famille': ['Lit pour bébé', 'Chaise haute\xa0: toujours dans le logement']}, {'Chauffage et climatisation': ['Climatisation', 'Chauffage']}, {'Sécurité à la maison': ['Détecteur de fumée', 'Extincteur']}, {'Internet et bureau': ['Wifi', 'Espace de travail dédié']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur', 'Tout le nécessaire pour cuisiner', 'Vaisselle et couverts', 'Congélateur', 'Four', 'Bouilloire électrique', 'Cafetière\xa0: Nespresso', 'Verres à vin', 'Cuiseur à riz', 'Compacteur de déchets', 'Table à manger', 'Café', 'Machine à pain']}, {'Extérieur': ['Espace repas en plein air', 'Barbecue']}, {'Parking et installations': ['Stationnement gratuit sur place', 'Ascenseur']}, {'Services': ['Animaux acceptés', 'Séjours longue durée autorisés', 'Arrivée autonome', ""Personnel de l'immeuble"", 'Ménage disponible pendant le séjour']}]"
id,url,title,description,overview,items,amenities
1701349478093097371,https://fr.airbnb.com/rooms/1701349478093097371,"Appartement à casabay Sidi Rahal,4 piscines &plage","Séjournez à Kettani Casabay à Sidi Rahal dans un appartement moderne, spacieux et lumineux, parfait pour familles, amis ou couples. Profitez des 4 piscines privées, des espaces verts aménagés, de l’aire de jeux pour enfants, de la résidence sécurisée avec parking gratuit et de l’accès direct à une plage privée avec Un chiringuito ,des animations pour enfants et adultes, et de nombreuses activités nautiques vous attendent. Confort, sécurité et ambiance relaxante garantis pour un séjour mémorable.","Logement entier : appartement - Sidi Rahhal Chataï, Maroc","['6 voyageurs', '2 chambres', '3 lits', '2\xa0salles de bain']","[{'Vues panoramiques': ['Vue sur la piscine', 'Vue sur le jardin', 'Vue sur le parc']}, {'Salle de bain': ['Sèche-cheveux', 'Produits de nettoyage', 'Shampoing', 'Savon pour le corps Bain douche', 'Bidet', 'Douche extérieure', 'Eau chaude', 'Gel douche']}, {'Chambre et linge': ['Lave-linge', 'Cintres', 'Linge de lit', 'Oreillers et couvertures supplémentaires', 'Stores ou rideaux occultants', 'Fer à repasser', 'Étendoir à linge', 'Coffre-fort', 'Espace de rangement pour les vêtements\xa0: placard']}, {'Divertissement': ['Connexion Ethernet', 'TV HD 65\xa0pouces avec télévision par câble haut de gamme, Chromecast, Amazon Prime Video, Apple\xa0TV, Disney+, Fire TV, HBO Max, Hulu, Netflix, Roku, abonnement standard au câble', 'Système audio avec Bluetooth et sorties auxiliaires']}, {'Famille': ['Livres et jouets pour enfants  (Entre 2 et 5\xa0ans)', 'Vaisselle pour enfants', 'Jeux de société', 'Aire de jeux extérieure']}, {'Chauffage et climatisation': ['Ventilateurs portables']}, {'Sécurité à la maison': ['Caméras de surveillance extérieures présentes sur place', 'Détecteur de fumée', 'Extincteur', 'Trousse de premiers secours']}, {'Internet et bureau': ['Wifi', 'Espace de travail dédié', 'Routeur wifi portable']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur Bosh', 'Tout le nécessaire pour cuisiner', 'Vaisselle et couverts', 'Congélateur', 'Cuisinière électrique Other', 'Four Simple', 'Bouilloire électrique', 'Grille-pain', 'Plaques de cuisson', 'Blender', 'Cuiseur à riz', 'Compacteur de déchets', 'Ustensiles de barbecue', 'Table à manger', 'Café', 'Machine à pain']}, {""Caractéristiques de l'emplacement"": [""Au bord de l'eau"", 'Accès privé à la plage\xa0– Bord de mer', 'Entrée privée']}, {'Extérieur': ['Arrière-cour partagée – Clôture intégrale', ""Mobilier d'extérieur"", 'Espace repas en plein air', 'Barbecue privé\xa0: au charbon de bois', 'Articles essentiels pour la plage', 'Chaises longues']}, {'Parking et installations': ['Stationnement gratuit sur place', 'Stationnement gratuit dans la rue', 'Piscine', 'Résidence protégée']}, {'Services': ['Séjours longue durée autorisés', 'Arrivée autonome', 'Serrure numérique', 'Service de ménage disponible de 10:00 à 18:00, 2\xa0jours par semaine\xa0: disponible moyennant un supplément']}]"
id,url,title,description,overview,items,amenities
1651998871390096253,https://fr.airbnb.com/rooms/1651998871390096253,Joli et moderne studio près de la gare TGV,"✨ Studio moderne & cosy au cœur de Casablanca – Boulevard Émile Zola<br />🚆 À 1 min du TGV Casa Voyageurs | 🚋 Tramway juste en face<br />🌇 Proche du quartier Centre-Ville & Maarif<br />🚗 Parking inclus | 🌿 Calme & lumineux | ☀️ Balcon privé<br />📺 Netflix/IPTV | 📶 Wifi rapide fibre | ❄️ Clim centrale<br />💼 Espace de travail | 🎁 Pack de bienvenue offert<br />Idéal pour 1 à 3 voyageurs – séjour professionnel, escapade en couple ou télétravail.<br />Réservez votre parenthèse urbaine à Casablanca ! 🌟","Logement entier : appartement - Casablanca, Maroc","['3 voyageurs', 'Studio', '2 lits', '0\xa0salle de bain']","[{'Salle de bain': ['Sèche-cheveux', 'Produits de nettoyage', 'Eau chaude']}, {'Chambre et linge': ['Lave-linge', 'Cintres', 'Linge de lit', 'Oreillers et couvertures supplémentaires', 'Fer à repasser', 'Étendoir à linge', 'Espace de rangement pour les vêtements']}, {'Divertissement': ['Télévision']}, {'Chauffage et climatisation': ['Climatisation', 'Chauffage']}, {'Sécurité à la maison': ['Caméras de surveillance extérieures présentes sur place']}, {'Internet et bureau': ['Wifi']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur', 'Four à micro-ondes', 'Tout le nécessaire pour cuisiner', 'Vaisselle et couverts', 'Four', 'Cafetière', 'Verres à vin', 'Plaques de cuisson', 'Table à manger', 'Café']}, {""Caractéristiques de l'emplacement"": ['Entrée privée']}, {'Extérieur': ['Espace repas en plein air']}, {'Parking et installations': ['Stationnement gratuit sur place', ""Stationnement payant à l'extérieur de la propriété""]}, {'Services': ['Séjours longue durée autorisés']}]"
id,url,title,description,overview,items,amenities
1268867186807280524,https://fr.airbnb.com/rooms/1268867186807280524,Charmant studio avec vue mer,"Bienvenue dans ce charmant studio face à la mer, où détente et beauté se rencontrent. Profitez d'un balcon offrant une vue imprenable sur l'océan et un magnifique jardin, parfait pour savourer votre café au matin, bercé par le chant des oiseaux. À l'intérieur, une cheminée chaleureuse vous attend pour des soirées romantiques ou des moments conviviaux entre amis. Que vous cherchiez à vous ressourcer ou à explorer, ce refuge est l'endroit idéal pour créer des souvenirs inoubliables.","Logement entier : appartement - Tamaris, Maroc","['3 voyageurs', '1 chambre', '1 lit', '1\xa0salle de bain']","[{'Vues panoramiques': ['Vue sur la plage', 'Vue sur le jardin', ""Vue sur l'océan"", 'Vue sur la mer']}, {'Salle de bain': ['Sèche-cheveux', 'Eau chaude', 'Gel douche']}, {'Chambre et linge': ['Linge de lit', 'Stores ou rideaux occultants', 'Espace de rangement pour les vêtements\xa0: placard']}, {'Divertissement': ['Connexion Ethernet', 'TV HD 55\xa0pouces avec Netflix']}, {'Chauffage et climatisation': ['Climatisation centrale', 'Cheminée', 'Chauffage']}, {'Internet et bureau': ['Wifi']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur', 'Tout le nécessaire pour cuisiner', 'Vaisselle et couverts', 'Congélateur', 'Cuisinière à gaz Other', 'Four', 'Cafetière\xa0: machine à expresso', 'Verres à vin', 'Café']}, {""Caractéristiques de l'emplacement"": [""Au bord de l'eau"", 'Accès à la plage', 'Entrée privée', 'Accès au complexe hôtelier']}, {'Extérieur': ['Privé\xa0: patio ou balcon', ""Mobilier d'extérieur"", 'Espace repas en plein air']}, {'Parking et installations': ['Stationnement gratuit dans la rue']}, {'Services': ['Animaux acceptés', 'Logement fumeur', 'Séjours longue durée autorisés', 'Arrivée autonome', 'Serrure connectée', 'Service de ménage disponible 24\xa0heures, tous les jours\xa0: disponible moyennant un supplément']}]"
id,url,description,title,overview,items,amenities
1424852167796355371,https://fr.airbnb.com/rooms/1424852167796355371,"Découvrez notre logement unique en plein cœur de Casablanca. La résidence Solstice est neuve et bien sécurisée avec caméras 24/24h à l’entrée. Bien située en face du marché, à 5min à pieds de la mosquée Hassan II et de la Corniche, 3min de l’hôpital... Appartement neuf et moderne avec chambre, salon, table à manger, cuisine, salle de bain et balcon tout équipés. Ménage assuré avant et après votre visite pour vous proposer un logement accueillant et élégant, de quoi passer un agréable séjour! ☀️","Solstice 32
Studio premium ensoleillé près de la mosquée Hassan II","Logement entier : appartement - Casablanca, Maroc","['3 voyageurs', '1 chambre', '2 lits', '1\xa0salle de bain']","[{'Salle de bain': ['Sèche-cheveux', 'Produits de nettoyage', 'Eau chaude']}, {'Chambre et linge': ['Lave-linge', 'Cintres', 'Linge de lit', 'Stores ou rideaux occultants', 'Fer à repasser', 'Étendoir à linge', 'Espace de rangement pour les vêtements']}, {'Divertissement': ['Télévision', 'Système audio']}, {'Chauffage et climatisation': ['Climatisation', 'Chauffage']}, {'Sécurité à la maison': ['Détecteur de fumée']}, {'Internet et bureau': ['Wifi', 'Espace de travail dédié', 'Routeur wifi portable']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur', 'Tout le nécessaire pour cuisiner', 'Vaisselle et couverts', 'Congélateur', 'Cuisinière', 'Four', 'Bouilloire électrique', 'Cafetière\xa0: Nespresso', 'Plaques de cuisson', 'Table à manger', 'Café']}, {""Caractéristiques de l'emplacement"": ['Entrée privée']}, {'Parking et installations': ['Stationnement gratuit dans la rue', 'Ascenseur', ""Stationnement payant à l'extérieur de la propriété""]}, {'Services': ['Animaux acceptés', 'Séjours longue durée autorisés', 'Arrivée autonome', 'Boîte à clé sécurisée', 'Ménage disponible pendant le séjour']}]"
id,url,title,description,overview,items,amenities
1746633270893936881,https://fr.airbnb.com/rooms/1746633270893936881,3CH Vue Mer-2 Piscine | Autonome•Netflix•Wi-Fi,"🌊 Appartement moderne 3 chambres avec vue mer dans une résidence sécurisée.<br /><br />– 🛏️ 2 lits Queen + 2 lits simples<br />– 🛁 2 salles de bain (douche à l’italienne & baignoire)<br />– 🍳 Cuisine entièrement équipée<br />– 🛋️ Salon avec TV 65”, Netflix & Wi-Fi Fibre<br />– 🍽️ Salle à manger 6 places<br />– 🌅 Grande terrasse avec vue mer<br />– 🏊 2 piscines (adultes & enfants)<br />– 🚗 Parking gratuit","Logement entier : appartement - Mohammédia, Maroc","['7 voyageurs', '3 chambres', '4 lits', '2\xa0salles de bain']","[{'Salle de bain': ['Baignoire', 'Sèche-cheveux', 'Produits de nettoyage', 'Shampoing', 'Après-shampoing', 'Savon pour le corps', 'Bidet', 'Eau chaude', 'Gel douche']}, {'Chambre et linge': ['Lave-linge', 'Produits de base', 'Cintres', 'Linge de lit', 'Oreillers et couvertures supplémentaires', 'Stores ou rideaux occultants', 'Fer à repasser', 'Étendoir à linge', 'Espace de rangement pour les vêtements']}, {'Divertissement': ['Connexion Ethernet', 'Télévision']}, {'Famille': ['Vaisselle pour enfants', 'Caches-prises']}, {'Chauffage et climatisation': ['Climatisation', 'Chauffage']}, {'Sécurité à la maison': ['Détecteur de fumée', 'Détecteur de monoxyde de carbone', 'Extincteur']}, {'Internet et bureau': ['Wifi']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur', 'Tout le nécessaire pour cuisiner', 'Vaisselle et couverts', 'Congélateur', 'Cuisinière Other', 'Four', 'Bouilloire électrique', 'Cafetière', 'Verres à vin', 'Blender', 'Compacteur de déchets', 'Table à manger', 'Café']}, {""Caractéristiques de l'emplacement"": ['Accès à la plage', 'Entrée privée']}, {'Parking et installations': ['Stationnement gratuit sur place', 'Piscine', 'Ascenseur', 'Portier', 'Résidence protégée']}, {'Services': ['Séjours longue durée autorisés']}]"
id,url,title,description,overview,items,amenities
1044686695357255527,https://fr.airbnb.com/rooms/1044686695357255527,"Perla 403, une Oasis luxueuse au coeur de CASA !","Perla 403 💎 , un havre de paix où l'élégance d'une résidence moderne s'allie au confort des hôtels 5* en plein cœur de Casablanca !<br /><br />Relaxez-vous dans un salon spacieux au design moderne, équipé d'une Smart TV 55’ avec Netflix et IPTV pour des soirées de détente absolue. La chambre, véritable nid douillet, vous promet des nuits paisibles et réparatrices ☁️<br /><br />Depuis votre balcon privé, admirez les splendides couchers de soleil sur la ville, rendant chaque moment de votre séjour inoubliable ! ✨","Logement entier : appartement - Casablanca, Maroc","['4 voyageurs', '1 chambre', '1 lit', '1\xa0salle de bain']","[{'Vues panoramiques': ['Vue sur le port', 'Vue sur la mer']}, {'Salle de bain': ['Sèche-cheveux', 'Produits de nettoyage', 'Shampoing', 'Savon pour le corps', 'Eau chaude', 'Gel douche']}, {'Chambre et linge': ['Lave-linge (Gratuit) dans le bâtiment', 'Sèche-linge (Gratuit) dans le bâtiment', 'Produits de base', 'Cintres', 'Linge de lit', 'Oreillers et couvertures supplémentaires', 'Stores ou rideaux occultants', 'Fer à repasser', 'Étendoir à linge', 'Espace de rangement pour les vêtements']}, {'Divertissement': ['Connexion Ethernet', 'Télévision', 'Appareils de fitness', 'Livres et de quoi lire']}, {'Famille': ['Lit pour bébé\xa0: disponible sur demande', 'Jeux de société']}, {'Chauffage et climatisation': ['Climatisation', 'Cheminée', 'Chauffage']}, {'Sécurité à la maison': ['Trousse de premiers secours']}, {'Internet et bureau': ['Wifi', 'Espace de travail dédié']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur', 'Four à micro-ondes', 'Tout le nécessaire pour cuisiner', 'Vaisselle et couverts', 'Congélateur', 'Four', 'Bouilloire électrique', 'Cafetière\xa0: Nespresso', 'Verres à vin', 'Grille-pain', 'Plaques de cuisson', 'Blender', 'Table à manger', 'Café']}, {'Extérieur': ['Patio ou balcon', 'Espace repas en plein air']}, {'Parking et installations': ['Stationnement gratuit sur place', 'Ascenseur', 'Salle de sport privée dans le bâtiment', 'Stationnement payant dans un garage non résidentiel']}, {'Services': ['Dépôt de bagages autorisé', 'Logement fumeur', 'Séjours longue durée autorisés', 'Arrivée autonome', 'Serrure numérique', 'Ménage disponible pendant le séjour']}]"
id,url,title,description,overview,items,amenities
1684173751905252422,https://fr.airbnb.com/rooms/1684173751905252422,"""Appart vue mer, terrasse, piscine, plage à pied""","Bienvenue dans ce bel appartement de 88m2, entierement meuble et decore avec soin, avec une terrasse offrant une vue degagee sur l'ocean. Ideal pour un sejour en famille ou entre amis : 2 chambres confortables, 2 televisions, acces a pied a la plage, deux piscines dans la residence securisee, place de parking souterraine incluse et salle de sport a proximite. Un cadre calme et agreable, a quelques minutes des commerces. Wifi fiable disponible sur place. Au plaisir de vous accueillir !","Logement entier : appartement - El Mansouria, Maroc","['4 voyageurs', '2 chambres', '3 lits', '2\xa0salles de bain']","[{'Salle de bain': ['Sèche-cheveux', 'Shampoing', 'Eau chaude']}, {'Chambre et linge': ['Lave-linge', 'Produits de base', 'Cintres', 'Fer à repasser']}, {'Divertissement': ['Télévision']}, {'Famille': ['Lit pour bébé']}, {'Chauffage et climatisation': ['Climatisation', 'Chauffage']}, {'Internet et bureau': ['Wifi', 'Espace de travail dédié']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur', 'Cafetière']}, {""Caractéristiques de l'emplacement"": ['Accès à la plage']}, {'Extérieur': [""Mobilier d'extérieur""]}, {'Parking et installations': ['Stationnement gratuit sur place', 'Piscine']}, {'Services': [""Clés remises par l'hôte""]}]"
id,url,title,description,overview,items,amenities
1201475967976177212,https://fr.airbnb.com/rooms/1201475967976177212,Rez de jardin avec piscine privée,"C'est un appartement en rez de jardin avec une piscine privée , un intérieur ouvert et ensoleillé avec une vue sur le jardin et la piscine , une grande terrasse aussi  ,une cuisine bien équipée , 2 télévision 55 pouces et une de 32 pouces avec iptv et compte Netflix. C'est un logement familial qui se situe dans une residence privée (sun square tranche 2 ) avec des espaces verts et des piscines collectives et vous bénéficiez d'une place au garage .","Logement entier : appartement - Tamaris, Maroc","['6 voyageurs', '3 chambres', '2 lits', '2\xa0salles de bain']","[{'Salle de bain': ['Produits de nettoyage', 'Bidet', 'Eau chaude']}, {'Chambre et linge': ['Lave-linge', 'Cintres', 'Linge de lit', 'Oreillers et couvertures supplémentaires', 'Étendoir à linge', 'Espace de rangement pour les vêtements\xa0: dressing']}, {'Divertissement': ['Télévision']}, {'Chauffage et climatisation': ['Climatisation', 'Cheminée', ""Chauffage d'appoint""]}, {'Sécurité à la maison': ['Caméras de surveillance extérieures présentes sur place']}, {'Internet et bureau': ['Wifi']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur Samsung', 'Four à micro-ondes', 'Tout le nécessaire pour cuisiner', 'Vaisselle et couverts', 'Mini réfrigérateur', 'Congélateur', 'Lave-vaisselle', 'Four en acier inoxydable', 'Bouilloire électrique', 'Cafetière\xa0: machine à expresso', 'Grille-pain', 'Blender', 'Ustensiles de barbecue', 'Table à manger', 'Café', 'Machine à pain']}, {""Caractéristiques de l'emplacement"": ['Laverie automatique à proximité']}, {'Extérieur': [""Mobilier d'extérieur"", 'Espace repas en plein air', 'Barbecue privé\xa0: au charbon de bois']}, {'Parking et installations': ['Stationnement gratuit sur place', 'Stationnement gratuit dans la rue', 'Piscine', 'Ascenseur', 'Logement de plain-pied']}, {'Services': ['Animaux acceptés', 'Séjours longue durée autorisés', 'Service de ménage\xa0: disponible moyennant un supplément', ""Clés remises par l'hôte""]}]"
id,url,title,description,overview,items,amenities
1620086947873313695,https://fr.airbnb.com/rooms/1620086947873313695,"Studio C306 
Haut Standing - CFC 
Beau Living Park","✨ UNE ADRESSE D’EXCEPTION<br />Vivez l’expérience CFC dans un appartement moderne d’une résidence neuve de haut standing. Rooftop panoramique 🌇, coworking 💼, buanderie 🧺 et prestations premium. À deux pas du boulevard Sidi Abderrahmane, tramway et busway. Luxe, confort et emplacement stratégique pour un séjour inoubliable ✨. Réservez dès maintenant.","Logement entier : appartement - Casablanca, Maroc","['4 voyageurs', '1 chambre', '2 lits', '1\xa0salle de bain']","[{'Salle de bain': ['Sèche-cheveux', 'Produits de nettoyage', 'Douche extérieure', 'Eau chaude']}, {'Chambre et linge': ['Lave-linge', 'Sèche-linge (Gratuit) dans le bâtiment', 'Produits de base', 'Cintres', 'Linge de lit', 'Stores ou rideaux occultants', 'Fer à repasser', 'Étendoir à linge']}, {'Divertissement': ['Connexion Ethernet', 'Télévision', ""Appareils de fitness\xa0: vélo elliptique, poids et haltères, vélo d'appartement, tapis de course, tapis de yoga, banc de musculation, aviron""]}, {'Famille': ['Lit parapluie\xa0: disponible sur demande', 'Grilles de fenêtre']}, {'Chauffage et climatisation': ['Climatisation centrale', 'Chauffage central']}, {'Sécurité à la maison': ['Détecteur de monoxyde de carbone']}, {'Internet et bureau': ['Wifi', 'Espace de travail dédié']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur', 'Four à micro-ondes', 'Tout le nécessaire pour cuisiner', 'Vaisselle et couverts', 'Congélateur', 'Cuisinière à induction Other', 'Four simple en acier inoxydable', 'Bouilloire électrique', 'Table à manger', 'Café']}, {""Caractéristiques de l'emplacement"": ['Entrée privée', 'Laverie automatique à proximité']}, {'Extérieur': ['Arrière-cour partagée – Clôture intégrale']}, {'Parking et installations': ['Stationnement gratuit sur place', 'Stationnement gratuit dans la rue', 'Ascenseur', 'Salle de sport partagée dans le bâtiment']}, {'Services': ['Animaux acceptés', 'Dépôt de bagages autorisé', 'Logement fumeur', 'Séjours longue durée autorisés', 'Arrivée autonome', 'Serrure connectée']}]"
id,url,title,description,overview,items,amenities
1647874092411317952,https://fr.airbnb.com/rooms/1647874092411317952,Fabuleux Studio Palmier | Terrasse & Parking,"Studio haut standing au cœur du quartier Palmier à Casablanca. Profitez d’une terrasse privée sans vis-à-vis, d’un parking sécurisé gratuit et d’une arrivée autonome 24h/24. Le logement comprend une suite parentale, une cuisine entièrement équipée, un salon élégant avec Smart TV et Wi-Fi haut débit. À seulement 80 m du tramway, à proximité immédiate des restaurants, commerces, centres d’affaires et attractions de la ville.","Logement entier : appartement - Casablanca, Maroc","['3 voyageurs', '1 chambre', '3 lits', '1\xa0salle de bain']","[{'Salle de bain': ['Sèche-cheveux', 'Produits de nettoyage', 'Eau chaude']}, {'Chambre et linge': ['Lave-linge', 'Produits de base', 'Cintres', 'Linge de lit', 'Oreillers et couvertures supplémentaires', 'Stores ou rideaux occultants', 'Fer à repasser', 'Espace de rangement pour les vêtements\xa0: placard']}, {'Divertissement': ['Connexion Ethernet', 'Télévision']}, {'Famille': ['Table à langer\xa0: toujours dans le logement']}, {'Chauffage et climatisation': ['Climatisation', 'Ventilateur au plafond', 'Chauffage central']}, {'Sécurité à la maison': ['Caméras de surveillance extérieures présentes sur place']}, {'Internet et bureau': ['Wifi', 'Espace de travail dédié']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur Candy', 'Four à micro-ondes', 'Tout le nécessaire pour cuisiner', 'Vaisselle et couverts', 'Congélateur', 'Cuisinière à gaz Other en acier inoxydable', 'Four', 'Bouilloire électrique', 'Cafetière', 'Table à manger', 'Café']}, {""Caractéristiques de l'emplacement"": ['Entrée privée', 'Laverie automatique à proximité']}, {'Extérieur': ['Espace repas en plein air']}, {'Parking et installations': ['Stationnement gratuit sur place', 'Stationnement gratuit dans la rue', 'Ascenseur']}, {'Services': ['Animaux acceptés', 'Logement fumeur', 'Séjours longue durée autorisés', 'Arrivée autonome', 'Serrure connectée']}]"
id,url,title,description,overview,items,amenities
1503555927027527370,https://fr.airbnb.com/rooms/1503555927027527370,"Escapade paisible dans l'oasis, PS5 + bureau et fibre","Appartement moderne et confortable dans le quartier calme de l'Oasis de Casablanca. Profitez d'un accès rapide au centre-ville, aux magasins, aux restaurants et aux transports tout en restant dans un quartier sûr et paisible. L'appartement dispose d'une cuisine entièrement équipée, d'une chambre confortable, d'un salon, d'un balcon et d'une connexion Wi-Fi rapide, parfaite pour les séjours professionnels ou de loisirs.","Logement entier : appartement - Casablanca, Maroc","['2 voyageurs', '1 chambre', '1 lit', '1\xa0salle de bain']","[{'Salle de bain': ['Sèche-cheveux', 'Produits de nettoyage', 'Shampoing', 'Après-shampoing', 'Savon pour le corps', 'Bidet', 'Eau chaude', 'Gel douche']}, {'Chambre et linge': ['Lave-linge', 'Sèche-linge (Gratuit) dans le bâtiment', 'Cintres', 'Linge de lit', 'Stores ou rideaux occultants', 'Fer à repasser', 'Étendoir à linge', 'Espace de rangement pour les vêtements\xa0: placard']}, {'Divertissement': ['Connexion Ethernet', 'Télévision', 'Console de jeu\xa0: PS5', 'Appareils de fitness', 'Livres et de quoi lire']}, {'Chauffage et climatisation': ['Climatisation', 'Chauffage']}, {'Sécurité à la maison': ['Caméras de surveillance extérieures présentes sur place', 'Détecteur de fumée', 'Détecteur de monoxyde de carbone']}, {'Internet et bureau': ['Wifi', 'Espace de travail dédié']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur', 'Four à micro-ondes', 'Tout le nécessaire pour cuisiner', 'Vaisselle et couverts', 'Congélateur', 'Cuisinière', 'Bouilloire électrique', 'Cafetière', 'Verres à vin', 'Grille-pain', 'Blender', 'Table à manger', 'Café']}, {'Parking et installations': ['Stationnement gratuit sur place', 'Ascenseur', 'Salle de sport']}, {'Services': ['Animaux acceptés', 'Dépôt de bagages autorisé', 'Arrivée autonome', ""Personnel de l'immeuble""]}]"
id,url,title,description,overview,items,amenities
1265411759391425871,https://fr.airbnb.com/rooms/1265411759391425871,Maison Mers Sultan,Joli appartement spacieux aéré endroit calme au centre de casablanca avec 2 chambres et un salon 2 grandes terrasses avec une place de parking au 5ème etage avec ascenseur sans vis a vis pas très loin a l'ancienne médina juste à coté il ya le supermarché.                     Loin de station tramway 5min mc donalds église catholique notre-dame de lourdes habbous,"Logement entier : appartement - Casablanca, Maroc","['4 voyageurs', '2 chambres', '3 lits', '1\xa0salle de bain']","[{'Chambre et linge': ['Lave-linge']}, {'Divertissement': ['Télévision']}, {'Internet et bureau': ['Wifi']}, {'Cuisine et salle à manger': ['Cuisine']}, {'Parking et installations': ['Stationnement gratuit sur place', 'Stationnement payant sur place']}, {'Services': [""Clés remises par l'hôte""]}]"
id,url,description,title,overview,items,amenities
1500262188673253861,https://fr.airbnb.com/rooms/1500262188673253861,"✨  Profitez de notre studio moderne, confortable et luxueux, idéal pour les couples 💑, les amis 👭 ou les voyageurs en déplacement professionnel.<br /><br />🌟 Emplacement Idéal :<br />Studio romantique au cœur de Bourgogne Casablanca, proche des Mosquée Hassan 2 ,Marina , Saqala , Marjane…<br /><br />🛋 Espace Confortable :<br />Salon lumineux avec patio, cuisine américaine équipée, chambre avec Belle terrasse.<br /><br />❤️ Parfait pour les Couples :<br />Séjour intime et cosy , Wi-Fi rapide et climatisation, idéal pour moments 💕",Studio moderne –Bourgogne proche Mosquée Hassan II,"Logement entier : appartement - Casablanca, Maroc","['4 voyageurs', '1 chambre', '1 lit', '1\xa0salle de bain']","[{'Salle de bain': ['Produits de nettoyage', 'Shampoing', 'Après-shampoing', 'Savon pour le corps', 'Bidet', 'Eau chaude', 'Gel douche']}, {'Chambre et linge': ['Lave-linge', 'Sèche-linge', 'Produits de base', 'Cintres', 'Linge de lit', 'Oreillers et couvertures supplémentaires', 'Stores ou rideaux occultants', 'Fer à repasser', 'Espace de rangement pour les vêtements']}, {'Divertissement': ['Connexion Ethernet', 'Télévision']}, {'Famille': ['Vaisselle pour enfants', 'Grilles de fenêtre', 'Jeux de société']}, {'Chauffage et climatisation': ['Climatisation', 'Chauffage']}, {'Internet et bureau': ['Wifi']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur', 'Tout le nécessaire pour cuisiner', 'Vaisselle et couverts', 'Congélateur', 'Cuisinière Other', 'Four', 'Bouilloire électrique', 'Cafetière']}, {""Caractéristiques de l'emplacement"": ['Entrée privée']}, {'Parking et installations': ['Stationnement gratuit dans la rue']}, {'Services': ['Arrivée autonome', 'Serrure numérique']}]"
id,url,title,description,overview,items,amenities
